finding	file_path	record_id	ingredient	value	unit	detail
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	Na2MoO4 x 2 H2O	36	G_PER_L	36 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	H3BO3	6	G_PER_L	6 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	MnCl2 x 4 H2O	100	G_PER_L	100 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	CoCl2 x 6 H2O	190	G_PER_L	190 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	NiCl2 x 6 H2O	24	G_PER_L	24 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	CuCl2 x 2 H2O	2	G_PER_L	2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	ZnCl2	70	G_PER_L	70 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	p-Aminobenzoic acid	80	G_PER_L	80 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	Pyridoxine hydrochloride	300	G_PER_L	300 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	Vitamin B12	100	G_PER_L	100 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	Nicotinic acid	200	G_PER_L	200 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	Thiamine-HCl x 2 H2O	200	G_PER_L	200 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	Na2SeO3 x 5 H2O	3	G_PER_L	3 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	Na2WO4 x 2 H2O	4	G_PER_L	4 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerobic_freshwater_fwm_medium_for_dsm_15978.yaml	CultureMech:009205	FeSO4 x 7 H2O (0.2% w/v)	10	G_PER_L	10 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaerobic_marine_broth_2216.yaml	CultureMech:010147	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anaerobic_mineral_medium_with_yeast_extract.yaml	CultureMech:007716	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anaerobic_natural_seawater_medium.yaml	CultureMech:007700	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anaerobic_serine_arginine_medium.yaml	CultureMech:006653	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaerobic_serine_arginine_medium.yaml	CultureMech:006653	Pyridoxine hydrochloride	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anaerobic_thauera_medium.yaml	CultureMech:004072	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaerobranca_gottschalkii_medium.yaml	CultureMech:002058	Pyridoxine hydrochloride	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anaerobranca_medium.yaml	CultureMech:001822	Pyridoxine hydrochloride	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anaerocellum_medium.yaml	CultureMech:001648	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaerocellum_medium.yaml	CultureMech:001648	Pyridoxine hydrochloride	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anaerocolumna_medium.yaml	CultureMech:002019	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerofilum_medium.yaml	CultureMech:001857	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerofilum_medium.yaml	CultureMech:001857	FeSO4 x 7 H2O	1	G_PER_L	1 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerolinea_medium.yaml	CultureMech:000420	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaerolinea_medium.yaml	CultureMech:000420	Pyridoxine hydrochloride	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anaerolinea_medium_b.yaml	CultureMech:002786	FeCl3 x 6 H2O	1.35	G_PER_L	1.35 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerolinea_medium_c.yaml	CultureMech:002281	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerolinea_medium_c.yaml	CultureMech:002281	H3BO3	6	G_PER_L	6 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaeromyxobacter_medium.yaml	CultureMech:000650	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anaeromyxobacter_medium.yaml	CultureMech:000650	FeSO4 x 7 H2O	1.4881	G_PER_L	1.4881 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anaerotignum_neopropionicum_medium.yaml	CultureMech:001418	FeCl2 x 4 H2O	1	G_PER_L	1 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anaerotignum_neopropionicum_medium.yaml	CultureMech:001418	Pyridoxine hydrochloride	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anb_aerobic.yaml	CultureMech:001235	FeSO4 x 7 H2O	2	G_PER_L	2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anb_aerobic.yaml	CultureMech:001235	Pyridoxine	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/ancalomicrobium_medium.yaml	CultureMech:001731	ZnSO4 x 7 H2O	1.095	G_PER_L	1.095 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	p-Aminobenzoic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Pyridoxine HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Vitamin B12	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Thiamine	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_bicarbonate_buffered_basal_medium_bbm_with_10_mm_sodium_nitrate_and_various_concentrations_of_sodium_acetate.yaml	CultureMech:008779	Pantothenic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anoxic_medium_for_strain_acbe2_1.yaml	CultureMech:002801	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anoxic_medium_for_strain_acbe2_1.yaml	CultureMech:002801	Thiamine HCl	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_medium_for_strain_acbe2_1.yaml	CultureMech:002801	p-Aminobenzoic acid	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_medium_for_strain_acbe2_1.yaml	CultureMech:002801	Nicotinic acid	0.2	G_PER_L	0.2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/anoxic_medium_for_strain_acbe2_1.yaml	CultureMech:002801	Pyridoxine hydrochloride	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
WATER_AS_VOLUME	bacterial/anoxybacillus_amylolyticus_medium.yaml	CultureMech:000469	Tap water	1000	G_PER_L	1000 G_PER_L water — reads as a preparation volume, not a concentration
TRACE_SALT_AS_STOCK	bacterial/anoxybacillus_medium.yaml	CultureMech:002061	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/anoxybacillus_medium.yaml	CultureMech:002061	Pyridoxine hydrochloride	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/anoxybacillus_tunisiense_medium.yaml	CultureMech:003050	FeCl2 x 4 H2O	1	G_PER_L	1 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anoxybacillus_tunisiense_medium.yaml	CultureMech:003050	FeCl3 x 6 H2O	2.7	G_PER_L	2.7 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/anoyxnatronum_medium.yaml	CultureMech:000629	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/ant.yaml	CultureMech:000349	FeCl3 x 6 H2O	1.08	G_PER_L	1.08 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/ap11mh_medium.yaml	CultureMech:008415	FeCl3·6H2O	1.35	G_PER_L	1.35 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	p-Aminobenzoic acid	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/ap11mh_medium.yaml	CultureMech:008415	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/aquaspirillum_medium.yaml	CultureMech:002048	FeSO4 x 7 H2O	2.2	G_PER_L	2.2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/aquaspirillum_medium.yaml	CultureMech:002048	Pyridoxine	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/arcobacter_anaerophilus_medium.yaml	CultureMech:000992	Vitamin B12	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/aromatoleum_medium.yaml	CultureMech:001192	FeSO4 x 7 H2O	2.1	G_PER_L	2.1 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/aromatoleum_medium.yaml	CultureMech:001192	Nicotinic acid	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
WATER_AS_VOLUME	bacterial/aromatoleum_medium.yaml	CultureMech:001192	Double distilled water	1250.0	G_PER_L	1250 G_PER_L water — reads as a preparation volume, not a concentration
TRACE_SALT_AS_STOCK	bacterial/artficial_brackish_water_medium.yaml	CultureMech:002296	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artficial_freshwater_medium_i.yaml	CultureMech:002297	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artficial_freshwater_medium_ii.yaml	CultureMech:002298	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/artficial_marine_water_medium.yaml	CultureMech:007728	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_deep_lake_medium.yaml	CultureMech:008960	Biotin	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_deep_lake_medium.yaml	CultureMech:008960	Thiamine . HCl	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_deep_lake_medium.yaml	CultureMech:008960	Cyanocobalamin	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/artificial_pilot_plant_water_medium.yaml	CultureMech:002487	FeSO4 x 7 H2O	1.344	G_PER_L	1.344 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
WATER_AS_VOLUME	bacterial/artificial_sea_water_tryptone_soy_broth_medium_asw_tsb_medium.yaml	CultureMech:001173	Double distilled water	1000	G_PER_L	1000 G_PER_L water — reads as a preparation volume, not a concentration
TRACE_SALT_AS_STOCK	bacterial/artificial_sea_water_tryptone_soy_broth_medium_asw_tsb_medium.yaml	CultureMech:001173	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
WATER_AS_VOLUME	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Distilled water	1093.0	G_PER_L	1093 G_PER_L water — reads as a preparation volume, not a concentration
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Resazurin	0.5	G_PER_L	0.5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Na2MoO4·2H2O	36	G_PER_L	36 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	H3BO3	6	G_PER_L	6 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	MnCl2·4H2O	100	G_PER_L	100 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	CoCl2·6H2O	190	G_PER_L	190 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	NiCl2·6H2O	24	G_PER_L	24 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	CuCl2·2H2O	2	G_PER_L	2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	ZnCl2	7	G_PER_L	7 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	FeCl2·4H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Na2SeO3·5H2O	3	G_PER_L	3 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Na2WO4·2H2O	4	G_PER_L	4 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	p-Aminobenzoic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Vitamin B12	0.1	G_PER_L	0.1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/artificial_seawater_medium_for_strain_js_srb250lac.yaml	CultureMech:008354	Lipoic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/artificial_seawater_medium_with_pullulan.yaml	CultureMech:003332	FeCl2 x 4 H2O	1.5	G_PER_L	1.5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/as_168_medium.yaml	CultureMech:008707	FeSO4·7H2O	50	G_PER_L	50 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	Resazurin	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/as_medium.yaml	CultureMech:008388	Na2WO4	1.6	G_PER_L	1.6 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/as_medium.yaml	CultureMech:008388	AlK(SO4)2	5	G_PER_L	5 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/as_medium.yaml	CultureMech:008388	Na2SeO3	1.6	G_PER_L	1.6 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	Biotin	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	p-Aminobenzoic acid	1	G_PER_L	1 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	Thiamine-HCl	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	Pyridoxine-HCl	10	G_PER_L	10 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	Folic acid	2	G_PER_L	2 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	Riboflavin	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
INDICATOR_UNIT_SLIP	bacterial/as_medium.yaml	CultureMech:008388	Nicotinic acid	5	G_PER_L	5 G_PER_L indicator/vitamin — normally mg/L; likely a 1000x unit slip
TRACE_SALT_AS_STOCK	bacterial/asn_iii.yaml	CultureMech:000317	H3BO3	2.86	G_PER_L	2.86 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/asn_iii.yaml	CultureMech:000317	MnCl2 x 4 H2O	1.81	G_PER_L	1.81 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
TRACE_SALT_AS_STOCK	bacterial/aso4_medium.yaml	CultureMech:003884	FeSO4 x 7 H2O	2.2	G_PER_L	2.2 G_PER_L trace-element salt — stock-solution magnitude, final medium is normally mg/L or below
