file_path	record_id	name	kind	source	looks_like_a_solution	name_cites_medium	cited_medium_in_local_dump
archaea/methanobacterium_medium_ii_with_formae.yaml	CultureMech:003049	METHANOBACTERIUM MEDIUM (II) WITH FORMAE	placeholder ingredient only	JCM			
archaea/methanocaldococcus_indiensis_medium.yaml	CultureMech:002720	METHANOCALDOCOCCUS INDIENSIS MEDIUM	placeholder ingredient only	JCM			
archaea/modified_halosimplex_medium.yaml	CultureMech:003286	MODIFIED HALOSIMPLEX MEDIUM	placeholder ingredient only	JCM			
archaea/thermoproteus_medium_c.yaml	CultureMech:002977	THERMOPROTEUS MEDIUM (C)	placeholder ingredient only	JCM			
bacterial/JCM_J806_GS_MEDIUM.yaml	CultureMech:003151	GS MEDIUM	placeholder ingredient only	JCM			
bacterial/agc2_medium.yaml	CultureMech:002739	AGC2 MEDIUM	placeholder ingredient only	JCM			
bacterial/beer_medium.yaml	CultureMech:002778	BEER MEDIUM	placeholder ingredient only	JCM			
bacterial/bm_for_tepidanaerobacter_acetoxydans.yaml	CultureMech:003081	BM FOR TEPIDANAEROBACTER ACETOXYDANS	placeholder ingredient only	JCM			
bacterial/bs_107_medium.yaml	CultureMech:003213	Bs 107 MEDIUM	placeholder ingredient only	JCM			
bacterial/car_bacillus_medium.yaml	CultureMech:003345	CAR BACILLUS MEDIUM	placeholder ingredient only	JCM			
bacterial/clostridium_bovis_medium.yaml	CultureMech:002982	CLOSTRIDIUM BOVIS MEDIUM	placeholder ingredient only	JCM			
bacterial/desulfovibrio_piger_medium.yaml	CultureMech:002756	DESULFOVIBRIO PIGER MEDIUM	placeholder ingredient only	JCM			
bacterial/diluted_asm_medium.yaml	CultureMech:003160	DILUTED ASM MEDIUM	placeholder ingredient only	JCM			
bacterial/eg_medium_with_10_nacl.yaml	CultureMech:002618	EG MEDIUM WITH 10% NaCl	placeholder ingredient only	JCM			
bacterial/ferric_citrate_fwmedia.yaml	CultureMech:002821	FERRIC CITRATE FWMEDIA	placeholder ingredient only	JCM			
bacterial/fresh_water_media.yaml	CultureMech:002823	FRESH WATER MEDIA	placeholder ingredient only	JCM			
bacterial/jcm_medium_no_1324.yaml	CultureMech:002488	JCM MEDIUM No. 1324	placeholder ingredient only	JCM			
bacterial/jcm_medium_no_313.yaml	CultureMech:002671	JCM MEDIUM No. 313	placeholder ingredient only	JCM			
bacterial/ji_medium.yaml	CultureMech:002747	JI MEDIUM	placeholder ingredient only	JCM			
bacterial/lind_8a_medium.yaml	CultureMech:003136	LIND 8A MEDIUM	placeholder ingredient only	JCM			
bacterial/medium_10_broth.yaml	CultureMech:002539	MEDIUM 10 BROTH	placeholder ingredient only	JCM		10	yes
bacterial/methanosaeta_brevibacterium_medium.yaml	CultureMech:002826	METHANOSAETA BREVIBACTERIUM MEDIUM	placeholder ingredient only	JCM			
bacterial/mg50_medium.yaml	CultureMech:002841	Mg50 MEDIUM	placeholder ingredient only	JCM			
bacterial/modified_medium_10.yaml	CultureMech:002572	MODIFIED MEDIUM 10	placeholder ingredient only	JCM		10	yes
bacterial/modified_roseospira_medium.yaml	CultureMech:002318	MODIFIED ROSEOSPIRA MEDIUM	placeholder ingredient only	JCM			
bacterial/nb_fumarate_nbaf_medium.yaml	CultureMech:002822	NB FUMARATE (NBAF) MEDIUM	placeholder ingredient only	JCM			
bacterial/poremedia_b_cye_945_agar_medium.yaml	CultureMech:002267	POREMEDIA B-CYE&#945; AGAR MEDIUM	placeholder ingredient only	JCM			
bacterial/r2a_agar_ph_9_0.yaml	CultureMech:002475	R2A AGAR (pH 9.0)	placeholder ingredient only	JCM			
bacterial/rumen_fluid_medium.yaml	CultureMech:003115	RUMEN FLUID MEDIUM	placeholder ingredient only	JCM			
bacterial/smy_medium.yaml	CultureMech:003297	SMY MEDIUM	placeholder ingredient only	JCM			
bacterial/thermovenbulum_medium.yaml	CultureMech:003202	THERMOVENBULUM MEDIUM	placeholder ingredient only	JCM			
bacterial/widdel_freshwater_medium_with_glycerin.yaml	CultureMech:002391	WIDDEL FRESHWATER MEDIUM WITH GLYCERIN	placeholder ingredient only	JCM			
bacterial/widdel_freshwater_medium_with_pyruvate.yaml	CultureMech:002392	WIDDEL FRESHWATER MEDIUM WITH PYRUVATE	placeholder ingredient only	JCM			
bacterial/xylanobacter_medium.yaml	CultureMech:002873	XYLANOBACTER MEDIUM	placeholder ingredient only	JCM			
fungal/yeast_extract_medium_ye.yaml	CultureMech:010512	YEAST EXTRACT MEDIUM (YE)	placeholder ingredient only	JCM			
specialized/marine_medium_with_thiosulfate.yaml	CultureMech:015402	MARINE MEDIUM WITH THIOSULFATE	placeholder ingredient only	JCM			
bacterial/nissui_plate_sheep_blood_agar.yaml	CultureMech:008099	Nissui Plate Sheep Blood Agar*	placeholder ingredient only	https://togomedium.org/medium/M1550			
bacterial/imk_with_porphyra.yaml	CultureMech:008334	IMK with Porphyra	placeholder ingredient only	https://togomedium.org/medium/M1769			
bacterial/seawater_with_porphyra.yaml	CultureMech:008336	Seawater with Porphyra	placeholder ingredient only	https://togomedium.org/medium/M1770			
bacterial/yeast_extract_medium_ye.yaml	CultureMech:009002	Yeast Extract Medium (YE)	placeholder ingredient only	https://togomedium.org/medium/M241			
bacterial/TOGO_M904_Bs_107_Medium.yaml	CultureMech:010323	Bs 107 Medium	placeholder ingredient only	https://togomedium.org/medium/M904			
bacterial/togo_medium_m967.yaml	CultureMech:010392	(Unnamed medium)	placeholder ingredient only	https://togomedium.org/medium/M967			
bacterial/bekisolidmedium_hydrogenovibrio_crunogenus_quimiolitotrofo.yaml	CultureMech:010430	BekiSolidMedium (Hydrogenovibrio crunogenus QUIMIOLITOTROFO)	placeholder ingredient only	public			
bacterial/haha_agar.yaml	CultureMech:010431	HaHa agar	placeholder ingredient only	public			
bacterial/king_b.yaml	CultureMech:010433	King B	placeholder ingredient only	public			
bacterial/m9_sng_medium.yaml	CultureMech:010438	M9-SNG medium	placeholder ingredient only	public			
bacterial/mta10.yaml	CultureMech:010436	mTA10	placeholder ingredient only	public			
bacterial/n27_rhodospirillaceae_medium_modified.yaml	CultureMech:010437	N27 RHODOSPIRILLACEAE MEDIUM (modified)	placeholder ingredient only	public			
bacterial/pdb_sng_medium.yaml	CultureMech:010439	PDB-SNG medium	placeholder ingredient only	public			
bacterial/rs_medium_non_nutrient_medium_nnm_component.yaml	CultureMech:010434	RS Medium - Non-Nutrient Medium (NNM) Component	placeholder ingredient only	public			
bacterial/rs_medium_nutrient_medium_nm_component.yaml	CultureMech:010435	RS Medium - Nutrient Medium (NM) Component	placeholder ingredient only	public			
bacterial/taiyang_medium_no_9_prototype.yaml	CultureMech:010432	Taiyang Medium No.9 (prototype)	placeholder ingredient only	public			
